PATTERNID,PATTERNSET,PATTERNNATURE,PATTERNNAME,PATTERNDESCRIPTION,REGEXPATTERN,PRIORITY,CATEGORY,FIX,REMEDIATION,REMEDIATIONDESCRIPTION,REMEDIATIONEFFORT,MANDAYS,SNO_PHASE_BATCH,TOTAL,APPLICATIONNAME,TRACK,PHASE,BATCH,APPLICABLE THIRD PARTY NEW JAR,JDK-COMPATIBILITYSTATUS-CONCLUDED,JDK8-COMPATIBLE,JDK21-COMPATIBLE,JDKCOMPATIBILITYRULEHINT,WLS12CCOMPATIBLE,WLS14CCOMPATIBLE,OPENREWRITE_RECEIPE,TESTCASE_UNIT_NO,TOTAL
247,Set 3 - Third Party,THIRD-PARTY (PDF jar),itext-1.3.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.lowagie|com\.lowagie\.text|com\.lowagie\.text\.pdf|com\.lowagie\.text\.pdf\.codec|com\.lowagie\.text\.rtf|com\.lowagie\.bc\.asn1|com\.lowagie\.tools|com\.lowagie\.text\.html|com\.lowagie\.text\.pdf\.hyphenation|com\.lowagie\.text\.xml)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.lowagie|com\.lowagie\.text|com\.lowagie\.text\.pdf|com\.lowagie\.text\.pdf\.codec|com\.lowagie\.text\.rtf|com\.lowagie\.bc\.asn1|com\.lowagie\.tools|com\.lowagie\.text\.html|com\.lowagie\.text\.pdf\.hyphenation|com\.lowagie\.text\.xml)\.)|(?:\b(?:com\.lowagie|com\.lowagie\.text|com\.lowagie\.text\.pdf|com\.lowagie\.text\.pdf\.codec|com\.lowagie\.text\.rtf|com\.lowagie\.bc\.asn1|com\.lowagie\.tools|com\.lowagie\.text\.html|com\.lowagie\.text\.pdf\.hyphenation|com\.lowagie\.text\.xml)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,40,20,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Review,(blank),(blank),P059,UT059,20
248,Set 3 - Third Party,THIRD-PARTY (JACKSON jar),jackson-annotations-2.8.8.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.fasterxml\.jackson\.annotation|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$IntSequenceGenerator|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$PropertyGenerator|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$StringIdGenerator|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$UUIDGenerator|com\.fasterxml\.jackson\.annotation\.JsonIgnoreProperties\$Value|com\.fasterxml\.jackson\.annotation\.JsonAutoDetect\$Visibility|com\.fasterxml\.jackson\.annotation\.JacksonAnnotationsInside|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$Base|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$None)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.fasterxml\.jackson\.annotation|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$IntSequenceGenerator|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$PropertyGenerator|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$StringIdGenerator|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$UUIDGenerator|com\.fasterxml\.jackson\.annotation\.JsonIgnoreProperties\$Value|com\.fasterxml\.jackson\.annotation\.JsonAutoDetect\$Visibility|com\.fasterxml\.jackson\.annotation\.JacksonAnnotationsInside|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$Base|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$None)\.)|(?:\b(?:com\.fasterxml\.jackson\.annotation|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$IntSequenceGenerator|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$PropertyGenerator|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$StringIdGenerator|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$UUIDGenerator|com\.fasterxml\.jackson\.annotation\.JsonIgnoreProperties\$Value|com\.fasterxml\.jackson\.annotation\.JsonAutoDetect\$Visibility|com\.fasterxml\.jackson\.annotation\.JacksonAnnotationsInside|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$Base|com\.fasterxml\.jackson\.annotation\.ObjectIdGenerators\$None)\.[A-Za-z_$][\w$]*\b)",Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1,44,18,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Jackson,(blank),(blank),P060,UT060,18
249,Set 3 - Third Party,THIRD-PARTY (JACKSON jar),jackson-core-2.8.8.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.fasterxml\.jackson\.core|com\.fasterxml\.jackson\.core\.util|com\.fasterxml\.jackson\.core\.io|com\.fasterxml\.jackson\.core\.json|com\.fasterxml\.jackson\.core\.sym|com\.fasterxml\.jackson\.core\.format|com\.fasterxml\.jackson\.core\.filter|com\.fasterxml\.jackson\.core\.base|com\.fasterxml\.jackson\.core\.type|com\.fasterxml\.jackson\.core\.JsonGenerationException)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.fasterxml\.jackson\.core|com\.fasterxml\.jackson\.core\.util|com\.fasterxml\.jackson\.core\.io|com\.fasterxml\.jackson\.core\.json|com\.fasterxml\.jackson\.core\.sym|com\.fasterxml\.jackson\.core\.format|com\.fasterxml\.jackson\.core\.filter|com\.fasterxml\.jackson\.core\.base|com\.fasterxml\.jackson\.core\.type|com\.fasterxml\.jackson\.core\.JsonGenerationException)\.)|(?:\b(?:com\.fasterxml\.jackson\.core|com\.fasterxml\.jackson\.core\.util|com\.fasterxml\.jackson\.core\.io|com\.fasterxml\.jackson\.core\.json|com\.fasterxml\.jackson\.core\.sym|com\.fasterxml\.jackson\.core\.format|com\.fasterxml\.jackson\.core\.filter|com\.fasterxml\.jackson\.core\.base|com\.fasterxml\.jackson\.core\.type|com\.fasterxml\.jackson\.core\.JsonGenerationException)\.[A-Za-z_$][\w$]*\b)",Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1,45,16,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Jackson,(blank),(blank),P061,UT061,16
250,Set 3 - Third Party,THIRD-PARTY (JACKSON jar),jackson-databind-2.8.8.1.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.fasterxml\.jackson\.databind|com\.fasterxml\.jackson\.databind\.deser|com\.fasterxml\.jackson\.databind\.ser|com\.fasterxml\.jackson\.databind\.util|com\.fasterxml\.jackson\.databind\.introspect|com\.fasterxml\.jackson\.databind\.node|com\.fasterxml\.jackson\.databind\.jsonFormatVisitors|com\.fasterxml\.jackson\.databind\.jsontype|com\.fasterxml\.jackson\.databind\.type|com\.fasterxml\.jackson\.databind\.annotation)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.fasterxml\.jackson\.databind|com\.fasterxml\.jackson\.databind\.deser|com\.fasterxml\.jackson\.databind\.ser|com\.fasterxml\.jackson\.databind\.util|com\.fasterxml\.jackson\.databind\.introspect|com\.fasterxml\.jackson\.databind\.node|com\.fasterxml\.jackson\.databind\.jsonFormatVisitors|com\.fasterxml\.jackson\.databind\.jsontype|com\.fasterxml\.jackson\.databind\.type|com\.fasterxml\.jackson\.databind\.annotation)\.)|(?:\b(?:com\.fasterxml\.jackson\.databind|com\.fasterxml\.jackson\.databind\.deser|com\.fasterxml\.jackson\.databind\.ser|com\.fasterxml\.jackson\.databind\.util|com\.fasterxml\.jackson\.databind\.introspect|com\.fasterxml\.jackson\.databind\.node|com\.fasterxml\.jackson\.databind\.jsonFormatVisitors|com\.fasterxml\.jackson\.databind\.jsontype|com\.fasterxml\.jackson\.databind\.type|com\.fasterxml\.jackson\.databind\.annotation)\.[A-Za-z_$][\w$]*\b)",Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1,46,43,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Jackson,(blank),(blank),P062,UT062,43
251,Set 3 - Third Party,THIRD-PARTY (JACKSON jar),jackson-databind-2.8.8.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.fasterxml\.jackson\.databind|com\.fasterxml\.jackson\.databind\.deser|com\.fasterxml\.jackson\.databind\.ser|com\.fasterxml\.jackson\.databind\.util|com\.fasterxml\.jackson\.databind\.introspect|com\.fasterxml\.jackson\.databind\.node|com\.fasterxml\.jackson\.databind\.jsonFormatVisitors|com\.fasterxml\.jackson\.databind\.jsontype|com\.fasterxml\.jackson\.databind\.type|com\.fasterxml\.jackson\.databind\.annotation)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.fasterxml\.jackson\.databind|com\.fasterxml\.jackson\.databind\.deser|com\.fasterxml\.jackson\.databind\.ser|com\.fasterxml\.jackson\.databind\.util|com\.fasterxml\.jackson\.databind\.introspect|com\.fasterxml\.jackson\.databind\.node|com\.fasterxml\.jackson\.databind\.jsonFormatVisitors|com\.fasterxml\.jackson\.databind\.jsontype|com\.fasterxml\.jackson\.databind\.type|com\.fasterxml\.jackson\.databind\.annotation)\.)|(?:\b(?:com\.fasterxml\.jackson\.databind|com\.fasterxml\.jackson\.databind\.deser|com\.fasterxml\.jackson\.databind\.ser|com\.fasterxml\.jackson\.databind\.util|com\.fasterxml\.jackson\.databind\.introspect|com\.fasterxml\.jackson\.databind\.node|com\.fasterxml\.jackson\.databind\.jsonFormatVisitors|com\.fasterxml\.jackson\.databind\.jsontype|com\.fasterxml\.jackson\.databind\.type|com\.fasterxml\.jackson\.databind\.annotation)\.[A-Za-z_$][\w$]*\b)",Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1,47,43,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Jackson,(blank),(blank),P063,UT063,43
253,Set 3 - Third Party,THIRD-PARTY (CSV jar),javacsv.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.csvreader|com\.csvreader\.CsvReader\$RawRecordBuffer|com\.csvreader\.CsvReader\$StaticSettings|com\.csvreader\.CsvReader\$ComplexEscape|com\.csvreader\.CsvReader\$HeadersHolder|com\.csvreader\.CsvReader\$UserSettings|com\.csvreader\.CsvWriter\$UserSettings|com\.csvreader\.CsvReader\$ColumnBuffer|com\.csvreader\.CsvReader\$DataBuffer|com\.csvreader\.CsvWriter\$Letters)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.csvreader|com\.csvreader\.CsvReader\$RawRecordBuffer|com\.csvreader\.CsvReader\$StaticSettings|com\.csvreader\.CsvReader\$ComplexEscape|com\.csvreader\.CsvReader\$HeadersHolder|com\.csvreader\.CsvReader\$UserSettings|com\.csvreader\.CsvWriter\$UserSettings|com\.csvreader\.CsvReader\$ColumnBuffer|com\.csvreader\.CsvReader\$DataBuffer|com\.csvreader\.CsvWriter\$Letters)\.)|(?:\b(?:com\.csvreader|com\.csvreader\.CsvReader\$RawRecordBuffer|com\.csvreader\.CsvReader\$StaticSettings|com\.csvreader\.CsvReader\$ComplexEscape|com\.csvreader\.CsvReader\$HeadersHolder|com\.csvreader\.CsvReader\$UserSettings|com\.csvreader\.CsvWriter\$UserSettings|com\.csvreader\.CsvReader\$ColumnBuffer|com\.csvreader\.CsvReader\$DataBuffer|com\.csvreader\.CsvWriter\$Letters)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,101,8,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5,OpenCSV and Apache Commons CSV,NOT-SAFE works ONLY JDK21 (change to new API and/or new JAR in src),NOT-SAFE,to verify runtime - New JAR & API ?,Dual-Review,(blank),(blank),P064,UT064,8
254,Set 3 - Third Party,THIRD-PARTY (BARCODE jar),javase-3.4.1.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.google\.zxing\.client\.j2se)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.google\.zxing\.client\.j2se)\.)|(?:\b(?:com\.google\.zxing\.client\.j2se)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,41,1,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Review,(blank),(blank),P065,UT065,1
257,Set 3 - Third Party,THIRD-PARTY (COMMON jar),jcommon-0.9.5.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.jfree|org\.jfree\.xml|org\.jfree\.ui|org\.jfree\.util|org\.jfree\.xml\.factory\.objects|org\.jfree\.base|org\.jfree\.ui\.about|org\.jfree\.xml\.generator|org\.jfree\.xml\.writer|org\.jfree\.xml\.parser)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.jfree|org\.jfree\.xml|org\.jfree\.ui|org\.jfree\.util|org\.jfree\.xml\.factory\.objects|org\.jfree\.base|org\.jfree\.ui\.about|org\.jfree\.xml\.generator|org\.jfree\.xml\.writer|org\.jfree\.xml\.parser)\.)|(?:\b(?:org\.jfree|org\.jfree\.xml|org\.jfree\.ui|org\.jfree\.util|org\.jfree\.xml\.factory\.objects|org\.jfree\.base|org\.jfree\.ui\.about|org\.jfree\.xml\.generator|org\.jfree\.xml\.writer|org\.jfree\.xml\.parser)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,105,14,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5,JFreeChart 1.5.1,SAFE works BOTH JDK (able to Compile - to verify New JAR & API ?),to verify runtime - New JAR & API ?,to verify runtime - New JAR & API ?,Dual-Review,(blank),(blank),P066,UT066,14
259,Set 3 - Third Party,THIRD-PARTY (SSH jar),jcraft.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.jcraft\.jsch|com\.jcraft\.jsch\.jce|com\.jcraft\.jsch\.jcraft|com\.jcraft\.jsch\.ChannelSftp\$RequestQueue\$OutOfOrderException|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$ConfigDaemon|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$ConfigLHost|com\.jcraft\.jsch\.ChannelSftp\$RequestQueue\$Request|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$Config|com\.jcraft\.jsch\.ChannelSftp\$LsEntrySelector|com\.jcraft\.jsch\.Channel\$PassiveOutputStream)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.jcraft\.jsch|com\.jcraft\.jsch\.jce|com\.jcraft\.jsch\.jcraft|com\.jcraft\.jsch\.ChannelSftp\$RequestQueue\$OutOfOrderException|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$ConfigDaemon|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$ConfigLHost|com\.jcraft\.jsch\.ChannelSftp\$RequestQueue\$Request|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$Config|com\.jcraft\.jsch\.ChannelSftp\$LsEntrySelector|com\.jcraft\.jsch\.Channel\$PassiveOutputStream)\.)|(?:\b(?:com\.jcraft\.jsch|com\.jcraft\.jsch\.jce|com\.jcraft\.jsch\.jcraft|com\.jcraft\.jsch\.ChannelSftp\$RequestQueue\$OutOfOrderException|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$ConfigDaemon|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$ConfigLHost|com\.jcraft\.jsch\.ChannelSftp\$RequestQueue\$Request|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$Config|com\.jcraft\.jsch\.ChannelSftp\$LsEntrySelector|com\.jcraft\.jsch\.Channel\$PassiveOutputStream)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,107,5,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5,jsch-0.2.17,SAFE works BOTH JDK (able to Compile - to verify New JAR & API ?),to verify runtime - New JAR & API ?,to verify runtime - New JAR & API ?,Dual-Review,(blank),(blank),P067,UT067,5
260,Set 3 - Third Party,THIRD-PARTY (JDOM jar),jdom.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.jdom|org\.jdom\.output|org\.jdom\.transform|org\.jdom\.adapters|org\.jdom\.filter|org\.jdom\.input|org\.jdom\.xpath|org\.jdom\.transform\.JDOMResult\$FragmentHandler|org\.jdom\.transform\.JDOMResult\$DocumentBuilder|org\.jdom\.transform\.JDOMSource\$JDOMInputSource)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.jdom|org\.jdom\.output|org\.jdom\.transform|org\.jdom\.adapters|org\.jdom\.filter|org\.jdom\.input|org\.jdom\.xpath|org\.jdom\.transform\.JDOMResult\$FragmentHandler|org\.jdom\.transform\.JDOMResult\$DocumentBuilder|org\.jdom\.transform\.JDOMSource\$JDOMInputSource)\.)|(?:\b(?:org\.jdom|org\.jdom\.output|org\.jdom\.transform|org\.jdom\.adapters|org\.jdom\.filter|org\.jdom\.input|org\.jdom\.xpath|org\.jdom\.transform\.JDOMResult\$FragmentHandler|org\.jdom\.transform\.JDOMResult\$DocumentBuilder|org\.jdom\.transform\.JDOMSource\$JDOMInputSource)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,69,207,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Review;POM,(blank),(blank),P068,UT068,207
261,Set 3 - Third Party,THIRD-PARTY (CHART jar),jfreechart-0.9.20.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.jfree|org\.jfree\.chart|org\.jfree\.data|org\.jfree\.chart\.renderer|org\.jfree\.chart\.axis|org\.jfree\.chart\.plot|org\.jfree\.chart\.labels|org\.jfree\.data\.time|org\.jfree\.chart\.event|org\.jfree\.data\.statistics)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.jfree|org\.jfree\.chart|org\.jfree\.data|org\.jfree\.chart\.renderer|org\.jfree\.chart\.axis|org\.jfree\.chart\.plot|org\.jfree\.chart\.labels|org\.jfree\.data\.time|org\.jfree\.chart\.event|org\.jfree\.data\.statistics)\.)|(?:\b(?:org\.jfree|org\.jfree\.chart|org\.jfree\.data|org\.jfree\.chart\.renderer|org\.jfree\.chart\.axis|org\.jfree\.chart\.plot|org\.jfree\.chart\.labels|org\.jfree\.data\.time|org\.jfree\.chart\.event|org\.jfree\.data\.statistics)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,75,14,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,jfreechart-1.5.4.jar,SAFE works BOTH JDK (able to Compile - to verify New JAR & API ?),to verify runtime - New JAR & API ?,to verify runtime - New JAR & API ?,Dual-Review,(blank),(blank),P069,UT069,14
262,Set 3 - Third Party,THIRD-PARTY (FTP jar),jftp.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.sshtools\.j2ssh|net\.sf\.jftp|org\.apache\.commons|org\.apache\.commons\.httpclient|com\.sshtools\.j2ssh\.transport|jcifs\.smb|net\.sf\.jftp\.gui|org\.apache\.log4j|org\.apache\.webdav\.lib|net\.sourceforge\.mlf\.metouia)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.sshtools\.j2ssh|net\.sf\.jftp|org\.apache\.commons|org\.apache\.commons\.httpclient|com\.sshtools\.j2ssh\.transport|jcifs\.smb|net\.sf\.jftp\.gui|org\.apache\.log4j|org\.apache\.webdav\.lib|net\.sourceforge\.mlf\.metouia)\.)|(?:\b(?:com\.sshtools\.j2ssh|net\.sf\.jftp|org\.apache\.commons|org\.apache\.commons\.httpclient|com\.sshtools\.j2ssh\.transport|jcifs\.smb|net\.sf\.jftp\.gui|org\.apache\.log4j|org\.apache\.webdav\.lib|net\.sourceforge\.mlf\.metouia)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,100,2541,1-fpms,b. NEW JDK TRACK,PHASE 2,BATCH 5,jsch-0.2.17.jar,NOT-SAFE works ONLY JDK21 (change to new API and/or new JAR in src),NOT-SAFE,to verify runtime - New JAR & API ?,Dual-Review,(blank),(blank),P070,UT070,2541
