PatternID,PatternSet,PatternNature,PatternName,PatternDescription,RegexPattern,Priority,Category,Fix,Remediation,RemediationDescription,RemediationEffort,Mandays,JDK8Compatible,JDK21Compatible,CompatibilityStatus,PlanFirstChange,ScriptableBySearchReplace,CompatibilityRuleHint
271,Set 3 - Third Party,THIRD-PARTY (OC4J jar),oc4j.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.evermind|com\.evermind\.server|com\.evermind\.client|com\.evermind\.server\.jms|com\.evermind\.gui|com\.evermind\.server\.ejb|com\.evermind\.server\.http|oracle\.oc4j|com\.evermind\.server\.jms\.filter|com\.evermind\.gui\.server)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.evermind|com\.evermind\.server|com\.evermind\.client|com\.evermind\.server\.jms|com\.evermind\.gui|com\.evermind\.server\.ejb|com\.evermind\.server\.http|oracle\.oc4j|com\.evermind\.server\.jms\.filter|com\.evermind\.gui\.server)\.)|(?:\b(?:com\.evermind|com\.evermind\.server|com\.evermind\.client|com\.evermind\.server\.jms|com\.evermind\.gui|com\.evermind\.server\.ejb|com\.evermind\.server\.http|oracle\.oc4j|com\.evermind\.server\.jms\.filter|com\.evermind\.gui\.server)\.[A-Za-z_$][\w$]*\b)",High,App Server EOL,"OC4J is obsolete; move runtime to a supported javax.* container (e.g., Tomcat 9) to keep dual-runtime compatibility.",Replace,Remove OC4J-specific libs and migrate deployment; validate on JDK 8 and JDK 21.,High,3,Yes,No,Requires Migration,No,No,Dual-AppServerMigration
272,Set 3 - Third Party,THIRD-PARTY (OC4J jar),oc4jclient.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.evermind|com\.evermind\.server|EDU\.oswego\.cs\.dl\.util|com\.evermind\.server\.ejb|com\.evermind\.server\.jms|com\.evermind\.util|com\.evermind\.server\.rmi|com\.evermind\.bytecode|oracle\.oc4j|oracle\.oc4j\.admin\.management)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.evermind|com\.evermind\.server|EDU\.oswego\.cs\.dl\.util|com\.evermind\.server\.ejb|com\.evermind\.server\.jms|com\.evermind\.util|com\.evermind\.server\.rmi|com\.evermind\.bytecode|oracle\.oc4j|oracle\.oc4j\.admin\.management)\.)|(?:\b(?:com\.evermind|com\.evermind\.server|EDU\.oswego\.cs\.dl\.util|com\.evermind\.server\.ejb|com\.evermind\.server\.jms|com\.evermind\.util|com\.evermind\.server\.rmi|com\.evermind\.bytecode|oracle\.oc4j|oracle\.oc4j\.admin\.management)\.[A-Za-z_$][\w$]*\b)",High,App Server EOL,"OC4J is obsolete; move runtime to a supported javax.* container (e.g., Tomcat 9) to keep dual-runtime compatibility.",Replace,Remove OC4J-specific libs and migrate deployment; validate on JDK 8 and JDK 21.,High,3,Yes,No,Requires Migration,No,No,Dual-AppServerMigration
273,Set 3 - Third Party,THIRD-PARTY (DB jar),odmg-3.0.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.odmg|org\.odmg\.QueryParameterCountInvalidException|org\.odmg\.ClassNotPersistenceCapableException|org\.odmg\.QueryParameterTypeInvalidException|org\.odmg\.TransactionNotInProgressException|org\.odmg\.TransactionInProgressException|org\.odmg\.ObjectNameNotUniqueException|org\.odmg\.ObjectNotPersistentException|org\.odmg\.DatabaseIsReadOnlyException|org\.odmg\.TransactionAbortedException)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.odmg|org\.odmg\.QueryParameterCountInvalidException|org\.odmg\.ClassNotPersistenceCapableException|org\.odmg\.QueryParameterTypeInvalidException|org\.odmg\.TransactionNotInProgressException|org\.odmg\.TransactionInProgressException|org\.odmg\.ObjectNameNotUniqueException|org\.odmg\.ObjectNotPersistentException|org\.odmg\.DatabaseIsReadOnlyException|org\.odmg\.TransactionAbortedException)\.)|(?:\b(?:org\.odmg|org\.odmg\.QueryParameterCountInvalidException|org\.odmg\.ClassNotPersistenceCapableException|org\.odmg\.QueryParameterTypeInvalidException|org\.odmg\.TransactionNotInProgressException|org\.odmg\.TransactionInProgressException|org\.odmg\.ObjectNameNotUniqueException|org\.odmg\.ObjectNotPersistentException|org\.odmg\.DatabaseIsReadOnlyException|org\.odmg\.TransactionAbortedException)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
274,Set 3 - Third Party,THIRD-PARTY (DB jar),ojdbc14.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:oracle\.jdbc|oracle\.jdbc\.driver|oracle\.net|oracle\.sql|oracle\.net\.nl|oracle\.jdbc\.oracore|oracle\.net\.nl\.mesg|oracle\.jdbc\.pool|oracle\.jdbc\.rowset|oracle\.net\.ns)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:oracle\.jdbc|oracle\.jdbc\.driver|oracle\.net|oracle\.sql|oracle\.net\.nl|oracle\.jdbc\.oracore|oracle\.net\.nl\.mesg|oracle\.jdbc\.pool|oracle\.jdbc\.rowset|oracle\.net\.ns)\.)|(?:\b(?:oracle\.jdbc|oracle\.jdbc\.driver|oracle\.net|oracle\.sql|oracle\.net\.nl|oracle\.jdbc\.oracore|oracle\.net\.nl\.mesg|oracle\.jdbc\.pool|oracle\.jdbc\.rowset|oracle\.net\.ns)\.[A-Za-z_$][\w$]*\b)",High,Driver Upgrade,Dual-runtime: replace old Oracle JDBC jars with ojdbc8 (Java 8 baseline) and validate on JDK 21; avoid ojdbc11 if JDK 8 runtime must remain supported.,Upgrade,Replace driver jar; validate TLS/timezone/NLS on both runtimes.,Medium,1,Yes,Yes,Safe,Yes,No,Dual-JDBC-Upgrade
275,Set 3 - Third Party,THIRD-PARTY (DB jar),ojdbc6.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:oracle\.jdbc|oracle\.jdbc\.driver|oracle\.net|oracle\.jdbc\.proxy|oracle\.sql|oracle\.jdbc\.internal|oracle\.jdbc\.replay|oracle\.jdbc\.replay\.driver|oracle\.net\.jdbc|oracle\.net\.jdbc\.nl)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:oracle\.jdbc|oracle\.jdbc\.driver|oracle\.net|oracle\.jdbc\.proxy|oracle\.sql|oracle\.jdbc\.internal|oracle\.jdbc\.replay|oracle\.jdbc\.replay\.driver|oracle\.net\.jdbc|oracle\.net\.jdbc\.nl)\.)|(?:\b(?:oracle\.jdbc|oracle\.jdbc\.driver|oracle\.net|oracle\.jdbc\.proxy|oracle\.sql|oracle\.jdbc\.internal|oracle\.jdbc\.replay|oracle\.jdbc\.replay\.driver|oracle\.net\.jdbc|oracle\.net\.jdbc\.nl)\.[A-Za-z_$][\w$]*\b)",Medium,Driver Upgrade,Dual-runtime: replace old Oracle JDBC jars with ojdbc8 (Java 8 baseline) and validate on JDK 21; avoid ojdbc11 if JDK 8 runtime must remain supported.,Upgrade,Replace driver jar; validate TLS/timezone/NLS on both runtimes.,Medium,0.75,Yes,Yes,Safe,Yes,No,Dual-JDBC-Upgrade
276,Set 3 - Third Party,THIRD-PARTY (UPLOAD jar),oreilly_upload.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.oreilly\.servlet|com\.oreilly\.servlet\.multipart|com\.oreilly\.servlet\.multipart\.MacBinaryDecoderOutputStream|com\.oreilly\.servlet\.multipart\.BufferedServletInputStream|com\.oreilly\.servlet\.multipart\.LimitedServletInputStream|com\.oreilly\.servlet\.multipart\.DefaultFileRenamePolicy|com\.oreilly\.servlet\.ParameterNotFoundException|com\.oreilly\.servlet\.multipart\.FileRenamePolicy|com\.oreilly\.servlet\.multipart\.PartInputStream|com\.oreilly\.servlet\.multipart\.MultipartParser)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.oreilly\.servlet|com\.oreilly\.servlet\.multipart|com\.oreilly\.servlet\.multipart\.MacBinaryDecoderOutputStream|com\.oreilly\.servlet\.multipart\.BufferedServletInputStream|com\.oreilly\.servlet\.multipart\.LimitedServletInputStream|com\.oreilly\.servlet\.multipart\.DefaultFileRenamePolicy|com\.oreilly\.servlet\.ParameterNotFoundException|com\.oreilly\.servlet\.multipart\.FileRenamePolicy|com\.oreilly\.servlet\.multipart\.PartInputStream|com\.oreilly\.servlet\.multipart\.MultipartParser)\.)|(?:\b(?:com\.oreilly\.servlet|com\.oreilly\.servlet\.multipart|com\.oreilly\.servlet\.multipart\.MacBinaryDecoderOutputStream|com\.oreilly\.servlet\.multipart\.BufferedServletInputStream|com\.oreilly\.servlet\.multipart\.LimitedServletInputStream|com\.oreilly\.servlet\.multipart\.DefaultFileRenamePolicy|com\.oreilly\.servlet\.ParameterNotFoundException|com\.oreilly\.servlet\.multipart\.FileRenamePolicy|com\.oreilly\.servlet\.multipart\.PartInputStream|com\.oreilly\.servlet\.multipart\.MultipartParser)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
277,Set 3 - Third Party,THIRD-PARTY (POI jar),poi-3.8-20120326.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.poi|org\.apache\.poi\.ss|org\.apache\.poi\.hssf|org\.apache\.poi\.ss\.formula|org\.apache\.poi\.hssf\.record|org\.apache\.poi\.ss\.usermodel|org\.apache\.poi\.poifs|org\.apache\.poi\.hssf\.util|org\.apache\.poi\.hssf\.usermodel|org\.apache\.poi\.hpsf)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.poi|org\.apache\.poi\.ss|org\.apache\.poi\.hssf|org\.apache\.poi\.ss\.formula|org\.apache\.poi\.hssf\.record|org\.apache\.poi\.ss\.usermodel|org\.apache\.poi\.poifs|org\.apache\.poi\.hssf\.util|org\.apache\.poi\.hssf\.usermodel|org\.apache\.poi\.hpsf)\.)|(?:\b(?:org\.apache\.poi|org\.apache\.poi\.ss|org\.apache\.poi\.hssf|org\.apache\.poi\.ss\.formula|org\.apache\.poi\.hssf\.record|org\.apache\.poi\.ss\.usermodel|org\.apache\.poi\.poifs|org\.apache\.poi\.hssf\.util|org\.apache\.poi\.hssf\.usermodel|org\.apache\.poi\.hpsf)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
278,Set 3 - Third Party,THIRD-PARTY (POI jar),poi-ooxml-3.8-20120326.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.poi|org\.apache\.poi\.xslf|org\.apache\.poi\.xssf|org\.apache\.poi\.xslf\.usermodel|org\.apache\.poi\.xssf\.usermodel|org\.apache\.poi\.xslf\.model|org\.apache\.poi\.openxml4j|org\.apache\.poi\.xwpf|org\.apache\.poi\.xwpf\.usermodel|org\.apache\.poi\.openxml4j\.opc)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.poi|org\.apache\.poi\.xslf|org\.apache\.poi\.xssf|org\.apache\.poi\.xslf\.usermodel|org\.apache\.poi\.xssf\.usermodel|org\.apache\.poi\.xslf\.model|org\.apache\.poi\.openxml4j|org\.apache\.poi\.xwpf|org\.apache\.poi\.xwpf\.usermodel|org\.apache\.poi\.openxml4j\.opc)\.)|(?:\b(?:org\.apache\.poi|org\.apache\.poi\.xslf|org\.apache\.poi\.xssf|org\.apache\.poi\.xslf\.usermodel|org\.apache\.poi\.xssf\.usermodel|org\.apache\.poi\.xslf\.model|org\.apache\.poi\.openxml4j|org\.apache\.poi\.xwpf|org\.apache\.poi\.xwpf\.usermodel|org\.apache\.poi\.openxml4j\.opc)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
279,Set 3 - Third Party,THIRD-PARTY (POI jar),poi-ooxml-schemas-3.8-20120326.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.openxmlformats\.schemas|org\.openxmlformats\.schemas\.drawingml\.x2006|org\.openxmlformats\.schemas\.spreadsheetml\.x2006|org\.openxmlformats\.schemas\.wordprocessingml\.x2006|org\.openxmlformats\.schemas\.presentationml\.x2006|org\.openxmlformats\.schemas\.officeDocument\.x2006|schemasMicrosoftComVml\.impl|schemasMicrosoftComOfficeOffice\.impl|schemasMicrosoftComOfficeExcel\.impl|schemaorg_apache_xmlbeans\.system\.sE130CAA0A01A7CDE5A2B4FEB8B311707\.TypeSystemHolder)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.openxmlformats\.schemas|org\.openxmlformats\.schemas\.drawingml\.x2006|org\.openxmlformats\.schemas\.spreadsheetml\.x2006|org\.openxmlformats\.schemas\.wordprocessingml\.x2006|org\.openxmlformats\.schemas\.presentationml\.x2006|org\.openxmlformats\.schemas\.officeDocument\.x2006|schemasMicrosoftComVml\.impl|schemasMicrosoftComOfficeOffice\.impl|schemasMicrosoftComOfficeExcel\.impl|schemaorg_apache_xmlbeans\.system\.sE130CAA0A01A7CDE5A2B4FEB8B311707\.TypeSystemHolder)\.)|(?:\b(?:org\.openxmlformats\.schemas|org\.openxmlformats\.schemas\.drawingml\.x2006|org\.openxmlformats\.schemas\.spreadsheetml\.x2006|org\.openxmlformats\.schemas\.wordprocessingml\.x2006|org\.openxmlformats\.schemas\.presentationml\.x2006|org\.openxmlformats\.schemas\.officeDocument\.x2006|schemasMicrosoftComVml\.impl|schemasMicrosoftComOfficeOffice\.impl|schemasMicrosoftComOfficeExcel\.impl|schemaorg_apache_xmlbeans\.system\.sE130CAA0A01A7CDE5A2B4FEB8B311707\.TypeSystemHolder)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
280,Set 3 - Third Party,THIRD-PARTY (JNDI jar),providerutil.jar,Third-party library present in application lib folder (exploded project).,,Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1,Yes,Yes,Safe,Yes,No,Dual-Crypto
281,Set 3 - Third Party,THIRD-PARTY (SCHEDULER jar),quartz.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.quartz|org\.quartz\.impl|org\.quartz\.impl\.jdbcjobstore|org\.quartz\.core|org\.quartz\.simpl|org\.quartz\.utils|org\.quartz\.xml|org\.quartz\.jobs|org\.quartz\.spi|org\.quartz\.ee)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.quartz|org\.quartz\.impl|org\.quartz\.impl\.jdbcjobstore|org\.quartz\.core|org\.quartz\.simpl|org\.quartz\.utils|org\.quartz\.xml|org\.quartz\.jobs|org\.quartz\.spi|org\.quartz\.ee)\.)|(?:\b(?:org\.quartz|org\.quartz\.impl|org\.quartz\.impl\.jdbcjobstore|org\.quartz\.core|org\.quartz\.simpl|org\.quartz\.utils|org\.quartz\.xml|org\.quartz\.jobs|org\.quartz\.spi|org\.quartz\.ee)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
282,Set 3 - Third Party,THIRD-PARTY (XML jar),saxpath.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.saxpath|com\.werken\.saxpath|com\.werken\.saxpath\.DefaultXPathHandler\$Singleton|org\.saxpath\.conformance\.ConformanceXPathHandler|com\.werken\.saxpath\.DefaultXPathHandler|org\.saxpath\.helpers\.XPathReaderFactory|org\.saxpath\.SAXPathParseException|org\.saxpath\.XPathSyntaxException|com\.werken\.saxpath\.XPathReader|org\.saxpath\.SAXPathEventSource)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.saxpath|com\.werken\.saxpath|com\.werken\.saxpath\.DefaultXPathHandler\$Singleton|org\.saxpath\.conformance\.ConformanceXPathHandler|com\.werken\.saxpath\.DefaultXPathHandler|org\.saxpath\.helpers\.XPathReaderFactory|org\.saxpath\.SAXPathParseException|org\.saxpath\.XPathSyntaxException|com\.werken\.saxpath\.XPathReader|org\.saxpath\.SAXPathEventSource)\.)|(?:\b(?:org\.saxpath|com\.werken\.saxpath|com\.werken\.saxpath\.DefaultXPathHandler\$Singleton|org\.saxpath\.conformance\.ConformanceXPathHandler|com\.werken\.saxpath\.DefaultXPathHandler|org\.saxpath\.helpers\.XPathReaderFactory|org\.saxpath\.SAXPathParseException|org\.saxpath\.XPathSyntaxException|com\.werken\.saxpath\.XPathReader|org\.saxpath\.SAXPathEventSource)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
283,Set 3 - Third Party,THIRD-PARTY (XML jar),serializer.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.xml\.serializer|org\.apache\.xml\.serializer\.utils|org\.apache\.xml\.serializer\.dom3|org\.apache\.xml\.serializer\.ObjectFactory\$ConfigurationError|org\.apache\.xml\.serializer\.NamespaceMappings\$MappingRecord|org\.apache\.xml\.serializer\.ToStream\$WritertoStringBuffer|org\.apache\.xml\.serializer\.OutputPropertiesFactory\$1|org\.apache\.xml\.serializer\.EncodingInfo\$EncodingImpl|org\.apache\.xml\.serializer\.AttributesImplSerializer|org\.apache\.xml\.serializer\.NamespaceMappings\$Stack)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.xml\.serializer|org\.apache\.xml\.serializer\.utils|org\.apache\.xml\.serializer\.dom3|org\.apache\.xml\.serializer\.ObjectFactory\$ConfigurationError|org\.apache\.xml\.serializer\.NamespaceMappings\$MappingRecord|org\.apache\.xml\.serializer\.ToStream\$WritertoStringBuffer|org\.apache\.xml\.serializer\.OutputPropertiesFactory\$1|org\.apache\.xml\.serializer\.EncodingInfo\$EncodingImpl|org\.apache\.xml\.serializer\.AttributesImplSerializer|org\.apache\.xml\.serializer\.NamespaceMappings\$Stack)\.)|(?:\b(?:org\.apache\.xml\.serializer|org\.apache\.xml\.serializer\.utils|org\.apache\.xml\.serializer\.dom3|org\.apache\.xml\.serializer\.ObjectFactory\$ConfigurationError|org\.apache\.xml\.serializer\.NamespaceMappings\$MappingRecord|org\.apache\.xml\.serializer\.ToStream\$WritertoStringBuffer|org\.apache\.xml\.serializer\.OutputPropertiesFactory\$1|org\.apache\.xml\.serializer\.EncodingInfo\$EncodingImpl|org\.apache\.xml\.serializer\.AttributesImplSerializer|org\.apache\.xml\.serializer\.NamespaceMappings\$Stack)\.[A-Za-z_$][\w$]*\b)",Medium,XML Parser/XSLT,Dual-runtime: remove/upgrade bundled legacy XML parser/XSLT jars; prefer JDK JAXP; validate on JDK 8 and JDK 21.,Replace/Remove,Remove redundant jars unless required; upgrade if needed; re-test.,Medium,1,Yes,Yes,Safe,Yes,No,Dual-XML-Align
284,Set 3 - Third Party,THIRD-PARTY (LOG4J jar),slf4j-api-1.7.30.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.slf4j|org\.slf4j\.helpers|org\.slf4j\.event|org\.slf4j\.spi|org\.slf4j\.helpers\.Util\$ClassContextSecurityManager|org\.slf4j\.helpers\.SubstituteLoggerFactory|org\.slf4j\.event\.SubstituteLoggingEvent|org\.slf4j\.helpers\.BasicMarkerFactory|org\.slf4j\.helpers\.MarkerIgnoringBase|org\.slf4j\.event\.EventRecodingLogger)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.slf4j|org\.slf4j\.helpers|org\.slf4j\.event|org\.slf4j\.spi|org\.slf4j\.helpers\.Util\$ClassContextSecurityManager|org\.slf4j\.helpers\.SubstituteLoggerFactory|org\.slf4j\.event\.SubstituteLoggingEvent|org\.slf4j\.helpers\.BasicMarkerFactory|org\.slf4j\.helpers\.MarkerIgnoringBase|org\.slf4j\.event\.EventRecodingLogger)\.)|(?:\b(?:org\.slf4j|org\.slf4j\.helpers|org\.slf4j\.event|org\.slf4j\.spi|org\.slf4j\.helpers\.Util\$ClassContextSecurityManager|org\.slf4j\.helpers\.SubstituteLoggerFactory|org\.slf4j\.event\.SubstituteLoggingEvent|org\.slf4j\.helpers\.BasicMarkerFactory|org\.slf4j\.helpers\.MarkerIgnoringBase|org\.slf4j\.event\.EventRecodingLogger)\.[A-Za-z_$][\w$]*\b)",Low,Logging Facade,Keep SLF4J API; ensure only one binding is present.,No-Change/Align,Remove duplicate bindings; validate logging output.,Low,0.25,Yes,Yes,Safe,Yes,No,Dual-SLF4J
285,Set 3 - Third Party,THIRD-PARTY (LOG4J jar),slf4j-simple-1.7.21.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.slf4j\.impl|org\.slf4j\.impl\.SimpleLoggerFactory|org\.slf4j\.impl\.StaticLoggerBinder|org\.slf4j\.impl\.StaticMarkerBinder|org\.slf4j\.impl\.StaticMDCBinder|org\.slf4j\.impl\.SimpleLogger\$1|org\.slf4j\.impl\.SimpleLogger)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.slf4j\.impl|org\.slf4j\.impl\.SimpleLoggerFactory|org\.slf4j\.impl\.StaticLoggerBinder|org\.slf4j\.impl\.StaticMarkerBinder|org\.slf4j\.impl\.StaticMDCBinder|org\.slf4j\.impl\.SimpleLogger\$1|org\.slf4j\.impl\.SimpleLogger)\.)|(?:\b(?:org\.slf4j\.impl|org\.slf4j\.impl\.SimpleLoggerFactory|org\.slf4j\.impl\.StaticLoggerBinder|org\.slf4j\.impl\.StaticMarkerBinder|org\.slf4j\.impl\.StaticMDCBinder|org\.slf4j\.impl\.SimpleLogger\$1|org\.slf4j\.impl\.SimpleLogger)\.[A-Za-z_$][\w$]*\b)",Low,Logging Facade,Keep SLF4J API; ensure only one binding is present.,No-Change/Align,Remove duplicate bindings; validate logging output.,Low,0.25,Yes,Yes,Safe,Yes,No,Dual-SLF4J
286,Set 3 - Third Party,THIRD-PARTY (SPRING jar),spring-aop.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.springframework\.aop|org\.springframework\.aop\.aspectj|org\.springframework\.aop\.framework|org\.springframework\.aop\.support|org\.springframework\.aop\.aspectj\.annotation|org\.springframework\.aop\.interceptor|org\.springframework\.aop\.target|org\.springframework\.aop\.config|org\.springframework\.aop\.framework\.autoproxy|org\.springframework\.aop\.framework\.adapter)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.springframework\.aop|org\.springframework\.aop\.aspectj|org\.springframework\.aop\.framework|org\.springframework\.aop\.support|org\.springframework\.aop\.aspectj\.annotation|org\.springframework\.aop\.interceptor|org\.springframework\.aop\.target|org\.springframework\.aop\.config|org\.springframework\.aop\.framework\.autoproxy|org\.springframework\.aop\.framework\.adapter)\.)|(?:\b(?:org\.springframework\.aop|org\.springframework\.aop\.aspectj|org\.springframework\.aop\.framework|org\.springframework\.aop\.support|org\.springframework\.aop\.aspectj\.annotation|org\.springframework\.aop\.interceptor|org\.springframework\.aop\.target|org\.springframework\.aop\.config|org\.springframework\.aop\.framework\.autoproxy|org\.springframework\.aop\.framework\.adapter)\.[A-Za-z_$][\w$]*\b)",Medium,Framework Old Version,Dual-runtime: move to Spring Framework 5.3.x line (Java 8 baseline) via Maven/Gradle BOM; avoid Spring 6/Jakarta-only.,Upgrade,Adopt dependency management; upgrade Spring to 5.3.x; re-test on both runtimes.,Medium,2,Yes,Yes,Safe,Yes,No,Dual-Spring53
